L,delta,maxp,minent
16.0,0.10000000000000009,0.005025162136655047,5.293297559556529
16.0,0.20000000000000018,0.006414519908889643,5.049191122547582
16.0,0.30000000000000004,0.00813329304157214,4.811789389268426
16.0,0.40000000000000013,0.010252276278114036,4.580255522139361
16.0,0.5,0.012855930031767063,4.353950093019183
16.0,0.6000000000000001,0.01604408694121068,4.132414912165386
16.0,0.7000000000000002,0.019933149537379277,3.9153711272689824
16.0,0.8,0.024656160428853397,3.7027284937394085
16.0,0.9000000000000001,0.030360817385596976,3.4946024037078733
16.0,1.0,0.03720419347543951,3.2913337962219456
18.0,-1.0,0.005231927377524041,5.252975545366226
18.0,-0.9,5.7601978891633286e-05,9.761953635095052
18.0,-0.8,0.00010533831839683488,9.158333307613107
18.0,-0.7,0.0002562297328364261,8.269436122009587
18.0,-0.6,0.00041939921351579927,7.776687314758586
18.0,-0.5,0.0003247768574205314,8.032372203999358
18.0,-0.3999999999999999,0.00040645392711260325,7.808039975836322
18.0,-0.29999999999999993,0.0005159670634246362,7.569467625092379
18.0,-0.19999999999999996,0.0006404881076453067,7.353280004098366
18.0,-0.09999999999999998,0.0007803715629779136,7.155740388913175
18.0,0.0,0.00321287509624498,5.740589074099853
18.0,0.10000000000000009,0.00535810003504968,5.229145837811968
18.0,0.20000000000000018,0.007268408886494939,4.924217871569606
18.0,0.30000000000000004,0.009747045118816288,4.6307911046425705
18.0,0.40000000000000013,0.012911512074605455,4.34963595669043
18.0,0.5,0.01687937656486112,4.081662723857687
18.0,0.6000000000000001,0.021759255091558162,3.827716090505072
18.0,0.7000000000000002,0.027641954056996893,3.5884205858740046
18.0,0.8,0.0345932807371957,3.364095814124344
18.0,0.9000000000000001,0.042649335898924674,3.1547435761170335
18.0,1.0,0.05181422340328088,2.9600905843328125
20.0,-1.0,5.4125441122359726e-06,12.126791314602185
20.0,-0.9,1.609898498849712e-05,11.03675433215395
20.0,-0.8,3.2953342706849736e-05,10.32041785430541
20.0,-0.7,5.880196062559534e-05,9.74133535964288
20.0,-0.6,9.716735470357245e-05,9.239075759869591
20.0,-0.5,0.000152657762577829,8.787311987945104
20.0,-0.3999999999999999,0.0002313172565477618,8.371720384731782
20.0,-0.29999999999999993,0.0003410562293802723,7.983463198731212
20.0,-0.19999999999999996,0.0004922019364007239,7.616621485840486
20.0,-0.09999999999999998,0.0006982070871702633,7.2669948127142865
20.0,0.0,0.0009765624999999996,6.931471805599454
20.0,0.10000000000000009,0.0013499710571054518,6.607672125942768
20.0,0.20000000000000018,0.0018478529721009413,6.293730869479192
20.0,0.30000000000000004,0.0025082644230630634,5.988164229925682
20.0,0.40000000000000013,0.0033803178891036473,5.689785523878972
20.0,0.5,0.004527182504008778,5.397655496781884
20.0,0.6000000000000001,0.006029695890918424,5.111058702198325
20.0,0.7000000000000002,0.00799049844699679,4.829502137295329
20.0,0.8,0.01053834714863675,4.552734565183381
20.0,0.9000000000000001,0.0138317959487018,4.280785282828107
20.0,1.0,0.018060663428200008,4.014018996994688
