L,delta,maxp,minent
13.0,-0.3999999999999999,0.003448824745306876,5.669721759508703
13.0,-0.29999999999999993,0.004203534105034793,5.4718296539366955
13.0,-0.19999999999999996,0.005054482320898335,5.287479841071732
13.0,-0.09999999999999998,0.006009190047770364,5.114465306942862
13.0,0.0,0.007074722105335142,4.951227114622112
13.0,0.10000000000000009,0.00825734489141661,4.7966521848398305
13.0,0.20000000000000018,0.009562087550640813,4.649949212718823
13.0,0.30000000000000004,0.010992228158709724,4.510566786920827
13.0,0.40000000000000013,0.01254874183418946,4.3781348706857575
13.0,0.5,0.014229766085416262,4.25241930514505
13.0,0.6000000000000001,0.0160301548784822,4.1332836506180675
13.0,0.7000000000000002,0.01794120078003467,4.020655491479108
13.0,0.8,0.019950598159432543,3.914496153166794
13.0,0.9000000000000001,0.022042696447390257,3.814773958832745
13.0,1.0,0.02419905242543957,3.7214418025596827
15.0,-1.0,0.000302936060905407,8.10198879483695
15.0,-0.9,0.00026044223297503385,8.253129475776456
15.0,-0.8,0.0004167455267967832,7.783034769931987
15.0,-0.7,0.000605748531937335,7.40904562181604
15.0,-0.6,0.0008340687581905886,7.089194715130229
15.0,-0.5,0.0011080447906044644,6.805158266740832
15.0,-0.3999999999999999,0.0014343164464116255,6.547066887222404
15.0,-0.29999999999999993,0.0018199976997960766,6.3089200417425415
15.0,-0.19999999999999996,0.002272714832404391,6.086780200669356
15.0,-0.09999999999999998,0.0028005680405663526,5.877933010745805
15.0,0.0,0.0034120216707824507,5.680450298029834
15.0,0.10000000000000009,0.004115711913355817,5.492943455355941
15.0,0.20000000000000018,0.004920156489749986,5.314414942123994
15.0,0.30000000000000004,0.005833353651273166,5.144163203651444
15.0,0.40000000000000013,0.006862267441698086,4.9817173609978544
15.0,0.5,0.008012213296575556,4.826788239394191
15.0,0.6000000000000001,0.009286182208827197,4.679227767691581
15.0,0.7000000000000002,0.010684169834346398,4.538992087722016
15.0,0.8,0.01220260251108853,4.406106029411499
15.0,0.9000000000000001,0.013833965785518184,4.280628422023646
15.0,1.0,0.015566733071688807,4.162619137137247
17.0,-1.0,8.960837990917083e-05,9.320061716584656
17.0,-0.9,8.087556451188479e-05,9.422598825113353
17.0,-0.8,0.0001407846722331187,8.868278982146919
17.0,-0.7,0.00021824286774867478,8.42990204305151
17.0,-0.6,0.0003173210371842135,8.055596560960831
17.0,-0.5,0.0004423842778706216,7.723331646654779
17.0,-0.3999999999999999,0.0005983389267719129,7.421353197388386
17.0,-0.29999999999999993,0.0007907407360367594,7.142540411260661
17.0,-0.19999999999999996,0.001025861403455169,6.882222625709959
17.0,-0.09999999999999998,0.001310727054560524,6.637173292245231
17.0,0.0,0.0016531220893847643,6.405089603593782
17.0,0.10000000000000009,0.0020615428025052476,6.184300643236236
17.0,0.20000000000000018,0.002545079129839109,5.973593537188306
17.0,0.30000000000000004,0.0031131990046872615,5.772104462586383
17.0,0.40000000000000013,0.003775409562165158,5.579246408877337
17.0,0.5,0.004540775403928498,5.394657487695635
17.0,0.6000000000000001,0.00541728930992223,5.2181597159565865
17.0,0.7000000000000002,0.0064111172028934495,5.049721732613401
17.0,0.8,0.007525775848511407,4.889421370869711
17.0,0.9000000000000001,0.008761342471996203,4.737406135547577
17.0,1.0,0.0101138278603352,4.59385169640836
19.0,-1.0,2.6349872001777763e-05,10.544047140606244
19.0,-0.9,2.512520668607108e-05,10.591638965307583
19.0,-0.8,4.759648483359156e-05,9.952751647487592
19.0,-0.7,7.87253237336976e-05,9.449545678776081
19.0,-0.6,0.000120920673773681,9.020375816007004
19.0,-0.5,0.0001769738204755467,8.639508743247568
19.0,-0.3999999999999999,0.00025018793583366904,8.293298179184845
19.0,-0.29999999999999993,0.00034447237621817046,7.973496655868753
19.0,-0.19999999999999996,0.0004644319494978592,7.674695513138624
19.0,-0.09999999999999998,0.0006154530188070541,7.393151945379697
19.0,0.0,0.0008037803525133859,7.126184519500732
19.0,0.10000000000000009,0.0010365728534052587,6.871835340661501
19.0,0.20000000000000018,0.0013219199847476762,6.628670065293883
19.0,0.30000000000000004,0.001668793677735457,6.395654262234376
19.0,0.40000000000000013,0.002086903730106992,6.172073780313744
19.0,0.5,0.002586420422954995,5.957480435297884
19.0,0.6000000000000001,0.0031775299963737224,5.7516511147017235
19.0,0.7000000000000002,0.0038698016075531627,5.55455203745265
19.0,0.8,0.00467137303062541,5.36630223967349
19.0,0.9000000000000001,0.005588007910145438,5.187132422029111
19.0,1.0,0.0066221337567221854,5.017337641220517
21.0,-1.0,7.711155635098208e-06,11.772842493800313
21.0,-0.9,7.807152991918083e-06,11.760470194256499
21.0,-0.8,1.610056096426548e-05,11.036656444079881
21.0,-0.7,2.8424958629093476e-05,10.468242973769597
21.0,-0.6,4.613797999407418e-05,9.983874086106074
21.0,-0.5,7.090961358231756e-05,9.55410454007349
21.0,-0.3999999999999999,0.00010480742669390929,9.163385923188269
21.0,-0.29999999999999993,0.00015038115251733047,8.802337470010443
21.0,-0.19999999999999996,0.00021075630863416335,8.464808027323148
21.0,-0.09999999999999998,0.00028973753161152643,8.146535108209463
21.0,0.0,0.000391918930320971,7.844455549967718
21.0,0.10000000000000009,0.0005227950413775932,7.556321060999828
21.0,0.20000000000000018,0.0006888607239372383,7.280471449710344
21.0,0.30000000000000004,0.0008976810953510119,7.015695680406318
21.0,0.40000000000000013,0.0011579034332734224,6.761144294264146
21.0,0.5,0.0014791728322852578,6.516272244551874
21.0,0.6000000000000001,0.0018719049014622945,6.2807987027180365
21.0,0.7000000000000002,0.002346866805819529,6.054674114546167
21.0,0.8,0.0029145296340369583,5.8380468327359
21.0,0.9000000000000001,0.003584188027599045,5.631223322187822
21.0,1.0,0.004362900762466885,5.43461813035103
23.0,-1.0,2.2476461630732223e-06,13.00562703908977
23.0,-0.9,2.4261551434625797e-06,12.929202799172813
23.0,-0.8,5.448800801816965e-06,12.120115009864534
23.0,-0.7,1.0271140456069234e-05,11.486172492860065
23.0,-0.6,1.7622595223767913e-05,10.946328659779548
23.0,-0.5,2.8448603316572278e-05,10.467411491160378
23.0,-0.3999999999999999,4.397187838937175e-05,10.031960255889347
23.0,-0.29999999999999993,6.576290328425247e-05,9.629454658491216
23.0,-0.19999999999999996,9.582403387551125e-05,9.252997028924204
23.0,-0.09999999999999998,0.00013668900034561067,8.897802283122155
23.0,0.0,0.0001915382507911587,8.560423026254787
23.0,0.10000000000000009,0.0002643284907913086,8.23831794499646
23.0,0.20000000000000018,0.0003599311741242555,7.929597727780095
23.0,0.30000000000000004,0.0004842688865153668,7.632870254857191
23.0,0.40000000000000013,0.0006444298871700282,7.347144527895209
23.0,0.5,0.0008487292919872768,7.071770277636696
23.0,0.6000000000000001,0.0011066713961519774,6.806398511099677
23.0,0.7000000000000002,0.0014287546088586564,6.5509521170626215
23.0,0.8,0.0018260550509679324,6.305597348869546
23.0,0.9000000000000001,0.0023095373956132097,6.070708036142777
23.0,1.0,0.0028890834172246123,5.846815983832294
